Bid Details,,,
Bid End Date/Time,,19-07-2021 18:00:00,
Bid Opening Date/Time,,19-07-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Ministry Of Chemicals And Fertilizers,
Department Name,,Department Of Fertilizers,
Organisation Name,,Rashtriya Chemicals And Fertilizers Limited (rcf),
Office Name,,Trombay Unit,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate,Additional Doc 1 (Requestedin ATC),Additional Doc 2 (Requested in ATC),Additional Doc3 (Requested in ATC),Compliance of BoQ specification andsupporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,7 Days,
Estimated Bid Value,,5836796,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Advisory Bank,,State Bank of India,
"",ePBG Percentage(%),,3.00,
"",Duration of ePBG required (Months).,,21,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer400074,CHIEF MANAGER1Amit KumarSTORES MAHUL ROAD RCF1240GATE NO 2 CHEMBUR MUMBAI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Amit Kumar,,"400074,CHIEF MANAGERSTORES MAHUL ROAD RCFGATE NO 2 CHEMBUR MUMBAI",,1,,240,
