Bid Details,,,
Bid End Date/Time,,03-08-2021 10:00:00,
Bid Opening Date/Time,,03-08-2021 10:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Navy,
Office Name,,***********,
Item Category,,ANNUAL MAINTENANCE SERVICE - CCTV SYSTEM,
Contract Period,,12 Month(s) 5 Day(s),
Years of Past Experience required,,3 Year (s),
"Past Experience of Similar Servicesrequired",,Yes,
MSE Exemption for Years Of Experience,,Yes,
Startup Exemption for Years Of Experience,,Yes,
"SHG Exemption for Years of Experience andTurnover",,No,
Document required from seller,,"Experience Criteria,Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,300000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"SpecificationValuesCoreMAINTENANCE AND REPAIR SERVICES FOR CCTVType of Service PackageSURVEILLANCE SYSTEM FOR PERIOD OF ONE YEARNumber of On-site dedicated manpower (service1engineer / system administrator) providedDuty hours for dedicated manpower provided24 hrs/dayWorking days in a week6 dyasFrequency of Preventive maintenance visitFortnightlyCondition of SYSTEM ( at the time of Bidding)Under AMC and functionType of AMCAnnual Maintenance Contractbilling / payment FrequencyQUATERLYAddon(s)",Specification,,Values
Core,,,
Type of Service Package,,"MAINTENANCE AND REPAIR SERVICES FOR CCTVSURVEILLANCE SYSTEM FOR PERIOD OF ONE YEAR",
"Number of On-site dedicated manpower (serviceengineer / system administrator) provided",,1,
Duty hours for dedicated manpower provided,,24 hrs/day,
Working days in a week,,6 dyas,
Frequency of Preventive maintenance visit,,Fortnightly,
Condition of SYSTEM ( at the time of Bidding),,Under AMC and function,
Type of AMC,,Annual Maintenance Contract,
billing / payment Frequency,,QUATERLY,
Addon(s),,,
"ServiceQuantity (Consignee/ReportiAdditionalS.No.Addressnumber ofng OfficerRequirementCCTVSystems )1**********************ERNAKULAM1N/A",S.No.,,"Consignee/Reporting Officer",,Address,,"ServiceQuantity (number ofCCTVSystems )",,"AdditionalRequirement"
1,,***********,,***********ERNAKULAM,,1,,N/A,
