Bid Details,,,
Bid End Date/Time,,02-08-2021 15:00:00,
Bid Opening Date/Time,,02-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Pmo,
Department Name,,Department Of Atomic Energy,
Organisation Name,,Nuclear Power Corporation Of India Limited,
Office Name,,Kakrapar Gujarat Site,
Total Quantity,,3,
Item Category,,PORTABLE CONTAMINATION MONITOR,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
Estimated Bid Value,,419206,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"",DrawingDocument1,,View,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer394651,KAPS PLANT SITE, POKamleshkumar1ANUMALA, DISTRICT TAPI,390Gemalsinh KhengarGUJARAT",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"KamleshkumarGemalsinh Khengar",,"394651,KAPS PLANT SITE, POANUMALA, DISTRICT TAPI,GUJARAT",,3,,90,
