Bid Details,,,
Bid End Date/Time,,20-07-2021 12:00:00,
Bid Opening Date/Time,,20-07-2021 12:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Army,
Office Name,,***********,
Total Quantity,,2,
Item Category,,All in One PC,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Motherboard,,Chipset Series,,"Intel H Series, Intel B Series, Intel Q Series, OEM, IntelZ Series Or higher"
"",,Chipset Number,,"On OEM Motherboard, Intel B460, Intel Q470, Intel H470, Intel H 410, Intel Z 490 Or higher"
Processor,,Processor Make,,Intel
"",Processor Generation,,10.0 Or higher,
"","Number of Cores perProcessor",,"6, 8, 10 Or higher",
"","Processor Base Frequency(GHz)",,"3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4, 4.1, 4.2,4.3 Or higher",
"",Processor Description,,"Intel Core i5, Intel Core i7, Intel Core i9 Or higher",
"",Processor Number,,"Intel Core i5 10500, Intel Core i5 10600, Intel Core i710700, Intel Core i7 10700K, Intel Core i9 10900, IntelCore i9 10900K, 10th-generation Intel Core i7, TurboBoost up to 5.0GHz Or higher",
"",Graphics Type,,Integrated,
"","Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 8 Or higher",
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"4, 8, 16, 32, 64 Or higher"
"",,"RAM Expandability up to(using spare DIMM Slots inGB)",,"8, 16, 32, 64, 0 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,"HDD, SSD"
"",,Total HDD Capacity (GB),,"500, 1000, 1500, 2000, 2500, 3000, 0 Or higher"
"",,Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 1024, 2048, 4096, 0 Orhigher"
Display,,Display Size (INCHES),,"18.5, 19.5, 20, 21.5, 22, 23.6, 23.8, 27, 34, 37.5 Orhigher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Panel Technology,,"IPS, TN, VA, WVA Or higher"
"",,Display Resolution (PIXELS),,"1366x768, 1440 x 900, 1600 x 900, 1920x1080, 1920x 1200, 3200x1800, 3840 x 2160, 3440 x 1440,4096x2304, 5120x2880 Or higher"
"",,"Availability of Webcamintegrated with Display",,"Yes, No"
Input Devices,,Mouse Connectivity,,"Wired, Wireless Or higher"
"",,Keyboard Connectivity,,"Wired, Wireless Or higher"
Warranty,,"On Site OEM Warranty(Year)",,"3, 5 Or higher"
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************KACHCHH215",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********KACHCHH,,2,,15,
