Bid Details,,,
Bid End Date/Time,,02-08-2021 14:00:00,
Bid Opening Date/Time,,02-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Heavy Industries And Public Enterprises,
Department Name,,Department Of Heavy Industry,
Organisation Name,,Bharat Heavy Electricals Limited (bhel),
Office Name,,10330014-tp Jhansi,
Total Quantity,,20,
Item Category,,"OIL RESISTANCE SYNTHETIC TRANSPARENT FLEXIBLE HOSEFOR FILLING HOT TRANSFORMER OIL UP TO 80 DEGREE C",
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1Parmanand Lal Deo284120,BHEL Khailar2030",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Parmanand Lal Deo,,"284120,BHEL Khailar",,20,,30,
