Bid Details,,,
Bid End Date/Time,,09-08-2021 16:00:00,
Bid Opening Date/Time,,09-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Defence Production,
Organisation Name,,Bharat Dynamics Limited,
Office Name,,***********,
Total Quantity,,4,
Item Category,,0-40 V 35 A DC POWER SUPPLY,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Certificate (Requested in ATC),OEM AuthorizationCertificate,Compliance of BoQ specification and supportingdocument*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************VISAKHAPATNAM460",S.No.
1,
"S.No.Document TitleDescriptionApplicable i.r.o. ItemsMAKE-0-40 V 35 A DC POWER1a) APLAB b) TDK LAMADA c) KEYSIGHTViewSUPPLY(4)",S.No.,,,Document Title,,Description,,Applicable i.r.o. Items
1,,,"MAKE-View",,a) APLAB b) TDK LAMADA c) KEYSIGHT,,"0-40 V 35 A DC POWERSUPPLY(4)",
