Bid Details,,,
Bid End Date/Time,,06-08-2021 15:00:00,
Bid Opening Date/Time,,06-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Heavy Industries And Public Enterprises,
Department Name,,Department Of Heavy Industry,
Organisation Name,,Bharat Heavy Electricals Limited (bhel),
Office Name,,10130010-hpep Hyderabad,
Total Quantity,,3000,
Item Category,,NUT HEX P M20-8,
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer502032,CMM Stores , BHEL1Madhusudan Murmu300090HPEP , Ramachandrapuram",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Madhusudan Murmu,,"502032,CMM Stores , BHELHPEP , Ramachandrapuram",,3000,,90,
