Bid Details,,,
Bid End Date/Time,,06-08-2021 11:00:00,
Bid Opening Date/Time,,06-08-2021 11:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Railways,
Department Name,,Northern Railway,
Organisation Name,,Stores,
Office Name,,Northern Railway,
Total Quantity,,2,
Item Category,,Wide Format Scanner (Version 2.0),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Past Performance*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,20 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Scanning Technology,,CCD
"",Scanner Type,,Flat Bed
"",Document Size,,44 Inches
"",Scan Length (cm),,More than 100.0 Or higher
"",Optical Resolution (dpi),,205
"","Monochrome Scan Speed @200 dpi (mm/sec)",,More than 2.0 Or higher
"","Colour Scan Speed @ 200 dpi(mm/sec)",,More than 1.0 Or higher
"",Scan Accuracy (%),,Less than 99.0 Or lower
"",Scanning Feature,,Duplex
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Paper Path,,Straight
"",USB Interface,,2.0,
"",OS Compatibility,,windows,
"","On Site OEM Warranty(Year)",,"1, 2, 3, 4, 5 Or higher",
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer244001,Office of the Sr. DMM,1Mukesh KumarDRM Office, Northern Railway,220Moradabad",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Mukesh Kumar,,"244001,Office of the Sr. DMM,DRM Office, Northern Railway,Moradabad",,2,,20,
