Bid Details,,,
Bid End Date/Time,,17-08-2021 16:00:00,
Bid Opening Date/Time,,17-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Health And Family Welfare,
Department Name,,Department Of Health And Family Welfare,
Organisation Name,,All India Institute Of Medical Sciences (aiims),
Office Name,,"Aiims, New Delhi",
Total Quantity,,1,
Item Category,,Table Top PCR Workstation,
Years of Past Experience required,,2 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Certificate (Requested in ATC),OEMAuthorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,Yes,
"Comprehensive Maintenance ChargesRequired",,Yes,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Comprehensive MaintenanceWarranty of required product1 YearComprehensive Maintenance Duration (Post3 YearWarranty)",Comprehensive Maintenance,
Warranty of required product,,1 Year
"Comprehensive Maintenance Duration (PostWarranty)",,3 Year
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer110029,AIIMS, New Delhi,1Rampal Singh135Ansari Nagar",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Rampal Singh,,"110029,AIIMS, New Delhi,Ansari Nagar",,1,,35,
