Bid Details,,,
Bid End Date/Time,,16-08-2021 17:00:00,
Bid Opening Date/Time,,16-08-2021 17:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Human Resource Development,
Department Name,,Department Of Higher Education,
Organisation Name,,Indian Institute Of Technology Kanpur,
Office Name,,Kanpur,
Total Quantity,,1,
Item Category,,DPSS Laser,
"Minimum Average Annual Turnover of theBidder",,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,14 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,80 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer208016,Central Store &Purchase Section, IIT Kanpur,1Manoj Kumar Duklan130GT Road, Kalyanpur 208016(UP)",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Manoj Kumar Duklan,,"208016,Central Store &Purchase Section, IIT Kanpur,GT Road, Kalyanpur 208016(UP)",,1,,30,
