Bid Details,,,
Bid End Date/Time,,05-08-2021 16:00:00,
Bid Opening Date/Time,,05-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Ministry Of Petroleum And Natural Gas,
Department Name,,Na,
Organisation Name,,Hindustan Petroleum Corporation Ltd,
Office Name,,Petroleum House,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate,Additional Doc 1 (Requestedin ATC),Additional Doc 2 (Requested in ATC),Additional Doc3 (Requested in ATC),Additional Doc 4 (Requested inATC),Compliance of BoQ specification and supportingdocument*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Advisory Bank,,State Bank of India,
"",ePBG Percentage(%),,3.00,
"",Duration of ePBG required (Months).,,8,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer530011,HPCL, Visakh Refinery,Refinery Warehouse,1Majji V N M Patrudu148Malkapuram, Visakhapatnam -530011",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Majji V N M Patrudu,,"530011,HPCL, Visakh Refinery,Refinery Warehouse,Malkapuram, Visakhapatnam -530011",,1,,48,
