Bid Details,,,
Bid End Date/Time,,09-08-2021 15:00:00,
Bid Opening Date/Time,,09-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Home Affairs,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,New Delhi,
Total Quantity,,2,
Item Category,,Computer Printers ( PAC Only ),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Make,hp,
Model,hplaserjetm208dwwith5yearwarranty,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Cartridge Technology,,"Composite Cartridge, separate toner and drum Orhigher"
"",Printing Technology,,Laser
"",Type of Printing,,Mono
"",Paper Size,,"A4, A3 Or higher"
"","Print Speed per minute asper ISO/IEC 24734 in (A4)Size - Mono",,"30, 35, 38, 40, 43, 45, 47, 50, 52, 55, 60, 61, 65, 70,71, 75, 80, 85, 90, 95, 100, 105, 110, 31, 32, 62, 33,41, 46, 56, 29, 34 Or higher"
"","Print Speed per minute asper ISO/IEC 24734 in (A4) -Color",,"4, 7, 8, 10, 12, 15, 16, 18, 20, 25, 30, 35, 40, 45, 50,55, 60, 65, 70, 75, 80, 85, 90, 95, 100, 105, 110, 26,27, 31, 38, 4.4, 5, 5.7, 5.8, 6.8, 10.4, 15.5, 21, 24, 33,46, 34, 19, 0, 14 Or higher"
"",Duplexing Feature,,Yes Or higher
"",Wireless Connectivity,,Yes Or higher
"","Number of Main PaperTrays",,"1, 2, 3, 4, 5 Or higher"
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Bypass Tray Facility,,"Yes, No Or higher"
"","On site OEM warranty(Years)",,5 Or higher,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer110023,NATIONAL HUMANRIGHTS COMMISSION, MANAV1Sanjay Kumar215ADHIKAR BHAWAN, C-BLOCK,GPO COMPLEX, INA, NEW DELHI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Sanjay Kumar,,"110023,NATIONAL HUMANRIGHTS COMMISSION, MANAVADHIKAR BHAWAN, C-BLOCK,GPO COMPLEX, INA, NEW DELHI",,2,,15,
