Bid Details,,,
Bid End Date/Time,,06-08-2021 00:00:00,
Bid Opening Date/Time,,06-08-2021 00:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Railways,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,Western Railway,
Total Quantity,,5,
Item Category,,ALL IN ONE COMPUTER ALONG WITH UPS,
"Minimum Average Annual Turnover of theBidder",,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,9 Lakh (s),
Years of Past Experience required,,3 Year (s),
MSE Exemption for Turnover,,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer390024,SENIOR MATERIALVijaychandraMANAGER, ELECTRIC LOCO1RamkrishnaSTORES, WESTERN RAILWAY,515NarkhedeNAVAYARD, VADODARA-390024",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"VijaychandraRamkrishnaNarkhede",,"390024,SENIOR MATERIALMANAGER, ELECTRIC LOCOSTORES, WESTERN RAILWAY,NAVAYARD, VADODARA-390024",,5,,15,
