Bid Details,
Bid End Date/Time,17-08-2021 11:00:00
Bid Opening Date/Time,17-08-2021 11:30:00
Bid Life Cycle (From Publish Date),90 (Days)
Bid Offer Validity (From End Date),60 (Days)
Ministry/State Name,Ministry Of Finance
Department Name,Department Of Financial Services
Organisation Name,Union Bank Of India (ubi)
Office Name,Central Office Dept Of Information Technology
Total Quantity,90
Item Category,Desktop Computers
"Minimum Average Annual Turnover of theBidder",26 Lakh (s)
OEM Average Turnover (Last 3 Years),208 Lakh (s)
Years of Past Experience required,3 Year (s)
"MSE Exemption for Years Of Experienceand Turnover",Yes
"Startup Exemption for Years Of Experienceand Turnover",Yes
Document required from seller,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Additional Doc 1(Requested in ATC),Additional Doc 2 (Requested inATC),Additional Doc 3 (Requested in ATC),Additional Doc 4(Requested in ATC),Compliance of BoQ specification andsupporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer"
Past Performance,40 %
Bid to RA enabled,Yes
Primary product category,Desktop Computers
"Time allowed for Technical Clarificationsduring technical evaluation",5 Days
Evaluation Method,Total value wise evaluation
"",Required,,No,
"",Advisory Bank,,State Bank of India,
ePBG Percentage(%),,3.00,,
Duration of ePBG required (Months).,,38,,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Motherboard,,Chipset Series,,"Intel H Series, Intel B Series, Intel Q Series, Intel ZSeries Or higher"
"",Chipset Number,,"Intel H 470, Intel B 460, Intel H 410, Intel Z 490, IntelQ 470 Or higher",,
"",Processor Make,,Intel,,
"",Processor Generation,,10.0 Or higher,,
"","Number of Cores perProcessor",,"2, 4, 6, 8, 10, 12 Or higher",,
"","Processor Base Frequency(GHz)",,4.3 Or higher,,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Processor Description,,"Intel Core i3, Intel Core i5, Intel Core i7, Intel Core i9Or higher"
"",,Processor Number,,"Intel Core i9 10900K, Intel Core i9 10900KF, IntelCore i9 10900, Intel Core i9 10900F, Intel Core i710700K, Intel Core i7 10700KF, Intel Core i7 10700,Intel Core i7 10700F, Intel Core i5 10600K, Intel Corei5 10600KF, Intel Core i5 10600, Intel Core i5 10500,Intel Core i9 10900T, Intel Core i3 10320, Intel Core i510400, Intel Core i5 10400F, Intel Core i7 10700T,Intel Core i3 10300, Intel Core i5 10600T, Intel Core i310100, Intel Core i5 10500T, Intel Core i3 10300T,Intel Core i5 10400T, Intel Core i3 10100T Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"4, 8, 16, 32, 64, 128 Or higher"
"",,"RAM Expandability up to(using spare DIMM Slots inGB)",,"8, 16, 32, 64, 0, 128 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,"HDD, SSD, SSHD, SSED, PCIe_SSD"
"",,Total HDD Capacity (GB),,"1000, 1500, 2000, 2500, 3000, 4000 Or higher"
"",,Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 0, 1024, 2048, 4096 Orhigher"
"",,"Total SSHD Capacity inaddition to 8 GB Flash (GB)",,"500, 1000, 2000, 0 Or higher"
Cabinet,,Cabinet Form Factor,,"SFF ( 7 to 13 Litres), Tower (13.1 to 26 Litres)"
Monitor,,Monitor Technology,,"IPS, TN, VA Or higher"
"",,"LED Backlit Monitor Size(INCHES)",,"21.5, 22, 23, 24, 27, 23.8, 32 Or higher"
"",,Monitor Resolution (PIXELS),,"1366x768, 1440 x 900, 1600 x 900, 1920x1080, 1920x 1200, 3200x1800, 3840 x 2160, 1280 x 1024, 2560x 1440 Or higher"
Warranty,,"On Site OEM Warranty(Year)",,"3, 5, 4 Or higher"
"Specification ParameterName",,Bid Requirement (Allowed Values)
"KEYBOARD MOTHERBOARDSLOTS",,"104 MECHANICAL KEYBOARD (USB/PS2) AMD/INTEL ORIGINALMOTHERBOARD MINIMUM 2PCI/PCI-e SLOTS"
"Specification ParameterName",,Bid Requirement (Allowed Values)
