Bid Details,,,
Bid End Date/Time,,17-08-2021 15:00:00,
Bid Opening Date/Time,,17-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Petroleum And Natural Gas,
Department Name,,Oil India Limited,
Organisation Name,,Oil India Limited,
Office Name,,Oil India Limited,
Total Quantity,,5,
Item Category,,MULTIFUNCTION COLOUR PRINTER,
MSE Exemption for Years Of Experience,,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,50 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,4 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Biswanath Sahoo,,"751022,OIL INDIA LIMITED, BAYEXPLORATION PROJECT, IDCOTOWERS (3rd Floor), JANPATH,BHUBANESWAR",,3,,30
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
2,,Tanushree Agrawal,,"533004,Oil India Limited, 11-4-7, 3rd Floor, NookalammaTemple Street, Ramaraopet,Kakinada, Andhra Pradesh",,2,,30
