Bid Details,,,
Bid End Date/Time,,07-08-2021 14:00:00,
Bid Opening Date/Time,,07-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Urban Development Department Uttar Pradesh,
Organisation Name,,N/a,
Office Name,,Nagar Nigam Mathura Vrindavan,
Total Quantity,,3,
Item Category,,Backhoe Loaders,
"Minimum Average Annual Turnover of theBidder",,32 Lakh (s),
Years of Past Experience required,,1 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Bidder Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,KOTAK MAHINDRA BANK,
"",EMD Percentage(%),,5.00,
"",EMD Amount,,322500,
"",Advisory Bank,,KOTAK MAHINDRA BANK,
ePBG Percentage(%),,10.00
Duration of ePBG required (Months).,,12
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"","Engine Maximum HP (BHP@RPM) (range)",,49-55
"",Max Torque (N-m@rpm),,200 - 430
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,"Vehicle EmissionComplaince",,"BS III, BS IV Or higher"
"",,Power Steering,,Yes
"",,Type of Wheel Drive,,Two wheel Drive
"",,"Minimum Ground Clearance(mm)",,Any applicable numeric value
"",,"Backhoe Bucket Capacitiesin Cubic Metre withlocking/bolted teeth",,Any applicable numeric value
"",,"Backhoe Bucket DiggingDepth",,3 - 6
"",,"Backhoe Bucket DiggingForce in Kgf",,Any applicable numeric value
"",,"""Backhoe Bucket DipperTear out Force in Kgf""",,Any applicable numeric value
"",,"""Backhoe Bucket LoadingHeight in metres""",,"3.3-4.0, 4.1-4.5 Or higher"
"",,"Backhoe Bucket LoadingReach in metres",,"1.12-5.6, 5.7-8 Or higher"
"",,Type of Loader Bucket,,Bottom Dump Bucket
"",,"Loader Bucket MinimumCapacity",,Any applicable numeric value
"",,"Loader Bucket Dump heightin metres",,"2.20-2.50, 2.51-2.80, 2.81-3.10 Or higher"
"",,"Loader Arm Break out Forcein kgf",,Any applicable numeric value
"",,"Loader Bucket Maximumreach at full height in meter",,0.5 - 1.5
"",,"Loader Bucket Pay Load inkgs",,Any applicable numeric value
"",,Loader Bucket Dig depth,,Any applicable numeric value
"",,Operating Weight (Kgs),,5000 - 9000
"",,Hydraulic Oil change period,,Any applicable numeric value
"ConstructionalParameters",,Overall Width (mm),,Any applicable numeric value
"",,Wheel Base (mm),,2000 - 2350
"",,"Cabin/canopy All roundvisible cabin With easyWalk Through Access",,Yes
"PerformanceParameters",,Warranty Time (Month),,"12, 24, 36"
"","Operating hours duringwarranty period",,Any applicable numeric value,
"",Battery Warranty (months),,"12, 24, 36",
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1Rahul Upadhyay281001,General Ganj Mathura330",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Rahul Upadhyay,,"281001,General Ganj Mathura",,3,,30,
