Bid Details,,,
Bid End Date/Time,,05-08-2021 18:00:00,
Bid Opening Date/Time,,05-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Uttarakhand,
Department Name,,Medical Health And Family Welfare Department Uttarakhand,
Organisation Name,,Uttarakhand Health And Family Welfare Society Dehradun,
Office Name,,North,
Total Quantity,,10,
Item Category,,Bubble CPAP,
"Minimum Average Annual Turnover of theBidder",,17 Lakh (s),
OEM Average Turnover (Last 3 Years),,34 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,50 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,2.00,
"",EMD Amount,,70000,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
"",,Brand Type,,,Registered Brand,,
"",,,Specification,,,,Specification Name,,,,Bid Requirement (Allowed Values),,,
"",,,,,,,,,,,,,,
"",,"MiscellaneousParameters",,,,"Warranty (Option ofcomprehensive warranty isavailable through biddingonly, which if opted willsupersede normal warrantyin the catalogue)",,,,"1, 3",,,,
"",,,S.No.,,,,"Consignee/Reporting Officer",,,,Address,,,,Quantity,,,,Delivery Days,,,
"",,,,,,,,,,,,,,,,,,,,,,
"",,1,,,,"DINESH CHANDRAJOSHI",,,,"248001,CMO Office, 105Chander Nagar, Near Masjid,Dehradun",,,,10,,,,15,,,,
