Bid Details,,,
Bid End Date/Time,,17-08-2021 15:00:00,
Bid Opening Date/Time,,17-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Andaman & Nicobar,
Department Name,,Police Department Andaman & Nicobar,
Organisation Name,,N/a,
Office Name,,Police Head Quarter,
Total Quantity,,1,
Item Category,,Squats Rack,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Registered Brand,
"SpecificationSpecification NameBid Requirement (Allowed Values)Reports &Availability of ISOYesCertificationscertification of manufacture",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"Reports &Certifications",,"Availability of ISOcertification of manufacture",,Yes,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer744103,Police Training School,1Abdul Manaf130Prothrapur, Port Blair",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Abdul Manaf,,"744103,Police Training School,Prothrapur, Port Blair",,1,,30,
