Bid Details,,,
Bid End Date/Time,,05-08-2021 16:00:00,
Bid Opening Date/Time,,05-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Urban Development Department Uttar Pradesh,
Organisation Name,,N/a,
Office Name,,Nagar Panchayat Agarwal Mandi Tatiri,
Total Quantity,,1,
Item Category,,BOQ,
Years of Past Experience required,,2 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Bidder Turnover,Certificate (Requestedin ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,9801138,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,1.00,
"",EMD Amount,,98011,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
"",BOQ Document,,View File,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer250601,NAGAR PANCHAYATAGGARWAL MANDI TATIRI1Ankit SharmaNEAR D.A.V INTER COLLEGE115SCHOOL, TOWN TATIRI, DISTTBAGHPAT (UP)",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Ankit Sharma,,"250601,NAGAR PANCHAYATAGGARWAL MANDI TATIRINEAR D.A.V INTER COLLEGESCHOOL, TOWN TATIRI, DISTTBAGHPAT (UP)",,1,,15,
