RA Details,,,
RA Technical End Date/Time,,10-08-2021 17:00:00,
RA Opening Date/Time,,10-08-2021 17:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Home Affairs,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,Adminiii Hall No2 North Block New Delhi110001,
Total Quantity,,4,
Item Category,,Laptop-Notebook,
Average Turnover (Last 3 Years),,2 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Bidder Turnover,Certificate (Requestedin ATC),OEM Authorization Certificate,Compliance of BoQspecification and supporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand
Specification,Specification Name,Bid Requirement (Allowed Values)
Processor Make,Intel,
Processor Generation,"7.0, 10.0, 11.0 Or higher",
"Number of Cores perProcessor","2, 4, 6, 8 Or higher",
Processor Description,"Intel Core i7, Intel Core i9 Or higher",
Specification,Specification Name,Bid Requirement (Allowed Values),
"",Processor Number,"Intel Core i7 7Y75, Intel Core i7 7500U, Intel Core i77600U, Intel Core i7 7560U, Intel Core i7 7660U, IntelCore i7 7567U, Intel Core i7 8550U, Intel Core i78559U, Intel Core i7 8650U, Intel Core i7 8650H, IntelCore i7 8750H, Intel Core i7 8850H, Intel Core i78565U, Intel Core i7 8665U, Intel Core i7 9750H, IntelCore i7 9850H, Intel Core i7, Turbo Boost up to4.5GHz, with 12MB shared L3 cache, Intel Core i78500Y, Intel Core i7 10510Y, Intel Core i7 1060G7,Intel Core i7 1065G7, Intel Core i7 10510U, Intel Corei7 10710U, Intel Core i9 10980HK, Intel Core i910880H, Intel Core i7 10875H, Intel Core i7 10850H,Intel Core i7 10750H, Intel Core i7 10810U, Intel Corei7 8569U, Intel Core i7 10610U, Intel Core i7 10410Y,Intel Core i7 1165G7 Or higher",
Graphics,"Size of Memory in Case ofDedicated Graphic Card (GB)","0, 1, 2, 3, 4, 6 Or higher",
Operating System,"Operating System (FactoryPre-Loaded)",Windows 10 Professional,
Memory,RAM Size (GB),"16, 32, 64 Or higher",
Storage,"Type of Drives used topopulate the Internal Bays","HDD, SSD, SSHD, SSED, PCIe SSD, EMMC",
"",Total HDD Capacity (GB),"500, 1000, 1500, 2000, 2500, 3000, 0 Or higher",
"",Capacity of each SSD (GB),"128, 256, 512, 1024, 2048, 0",
"",Total SSD Capacity (GB),"512, 768, 1024, 1280, 2048, 4096 Or higher",
"",Capacity of each SSHD (GB),"8 GB Flash + 500 GB @5400 rpm, 8 GB Flash + 1000GB @5400 rpm, 8 GB Flash + 2000 GB @5400 rpm, NAOr higher",
"","Total SSHD Capacity inaddition to 8 GB Flash (GB)","500, 1000, 1500, 0 Or higher",
Connectivity,Wireless Connectivity,"Yes, No",
Display,Display Size (Inch),"11, 11.6, 12, 12.3, 12.5, 13.3, 13.5, 14, 15, 15.4, 15.6,16, 13 Or higher",
"",Display Type,"Non Touch, Touch Or higher",
"",Display Resolution (Pixels),"1920x1080, 1920 x 1200, 3200x1800, 3840 x 2160,2304 x 1440, 2560 x 1600, 2736 x 1824, 2880 x 1800,2256x1504, 3000x2000, 3240x2160, 3272 x 1920,2880 x 1920, 3072 x 1920 Or higher",
Miscellaneous,Optical Drive,"Integrated, External, NA Or higher",
Warranty,Battery Warranty,"1, 3, 4, 5 Or higher",
"On Site OEM Warranty(Year)","1, 3, 5, 4",,
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"",Processor Generation and SSD,,"Processor Generation must be 10th Gen or higher. SSD must be 1TB orhigher.",
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days,
1,Ashish Kumar,"110001,Ministry of Home Affairs(P), North Block, New Delhi",4,15,
