Bid Details,,,
Bid End Date/Time,,05-08-2021 18:00:00,
Bid Opening Date/Time,,05-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Medical Education Department Uttar Pradesh,
Organisation Name,,N/a,
Office Name,,Firozabad,
Total Quantity,,1,
Item Category,,BOQ,
"Minimum Average Annual Turnover of theBidder",,2 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,40 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,450000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
Required,,No
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer283203,Jaleshar Road,1Dr. Manoj Kumar115Firozabad",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dr. Manoj Kumar,,"283203,Jaleshar Road,Firozabad",,1,,15,
