Bid Details,,,
Bid End Date/Time,,06-08-2021 18:00:00,
Bid Opening Date/Time,,06-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Madhya Pradesh,
Department Name,,Urban Development And Environment Department,
Organisation Name,,E-nagar Palika Government Of Madhya Pradesh,
Office Name,,Nagarpalika Jhabua,
Total Quantity,,5,
Item Category,,Twin Bin Dumper Placer,
"Minimum Average Annual Turnover of theBidder",,25 Lakh (s),
OEM Average Turnover (Last 3 Years),,50 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Additional Doc 1(Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,80 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer457661,NEAR BUSTAND1Kamlesh Jaiswal530JHABUA DIST JHABUA (MP)",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Kamlesh Jaiswal,,"457661,NEAR BUSTANDJHABUA DIST JHABUA (MP)",,5,,30,
