Bid Details,,,
Bid End Date/Time,,06-08-2021 13:00:00,
Bid Opening Date/Time,,06-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Karnataka,
Department Name,,Cooperation Department Karnataka,
Organisation Name,,"The Karnataka State Co-operative Agriculture & RuralDevelopment Bank Ltd., Chamarajpet, Bangalore 560018",
Office Name,,South,
Total Quantity,,1,
Item Category,,Laptop-Notebook ( PAC Only ),
OEM Average Turnover (Last 3 Years),,2 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,70 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,4 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Make,dell,
Model,dellvostro3500,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values),
"",,,,,,
"",Processor Make,,Intel,,,
"",Processor Generation,,11.0 Or higher,,,
"","Number of Cores perProcessor",,"2, 4, 6, 8 Or higher",,,
"",Processor Description,,"Intel Core i5, Intel Core i7 Or higher",,,
"",Processor Number,,"Intel Core i7 1165G7, Intel Core i5 1135G7 Or higher",,,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Graphics,,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 6 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"8, 16, 32, 64 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,"HDD, SSD, SSHD, SSED, PCIe SSD, EMMC"
"",,Total HDD Capacity (GB),,"500, 1000, 1500, 2000, 2500, 3000, 0 Or higher"
"",,Capacity of each SSD (GB),,"128, 256, 512, 1024, 2048, 0"
"",,Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 1024, 1280, 2048, 4096, 0Or higher"
"",,Capacity of each SSHD (GB),,"8 GB Flash + 500 GB @5400 rpm, 8 GB Flash + 1000GB @5400 rpm, 8 GB Flash + 2000 GB @5400 rpm,NA Or higher"
"",,"Total SSHD Capacity inaddition to 8 GB Flash (GB)",,"500, 1000, 1500, 0 Or higher"
Connectivity,,Wireless Connectivity,,"Yes, No"
Display,,Display Size (Inch),,"11, 11.6, 12, 12.3, 12.5, 13.3, 13.5, 14, 15, 15.4, 15.6,16, 13 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Display Resolution (Pixels),,"1366x768, 1440 x 900, 1600 x 900, 1920x1080, 1920x 1200, 2304 x 1440, 2560 x 1600, 2736 x 1824,2880 x 1800, 3200x1800, 3840 x 2160, 2256x1504,3000x2000, 3240x2160, 3272 x 1920, 2880 x 1920,3072 x 1920 Or higher"
Miscellaneous,,Optical Drive,,"Integrated, External, NA Or higher"
Warranty,,Battery Warranty,,"1, 3, 4, 5 Or higher"
"","On Site OEM Warranty(Year)",,3,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer560018,The Karnataka StateCo-operative Agriculture Rural1Poornima SDevelopment Bank Ltd., Tippu115sultan Palace Road,Chamarajpet",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Poornima S,,"560018,The Karnataka StateCo-operative Agriculture RuralDevelopment Bank Ltd., Tippusultan Palace Road,Chamarajpet",,1,,15,
