Bid Details,,,
Bid End Date/Time,,13-08-2021 15:00:00,
Bid Opening Date/Time,,13-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Defence Production,
Organisation Name,,Indian Ordnance Factories,
Office Name,,***********,
Total Quantity,,10,
Item Category,,Inverter with sine wave output as per IS:13314,
Years of Past Experience required,,1 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"Experience Criteria,Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,Yes,
"Inspection to be carried out by Buyers ownempanelled agency",,Yes,
Type Of Inspection,,Post Dispatch,
"Name of the Empanelled InspectionAgency/ Authority",,Board of Officers,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"",Specification,,Specification Name,,Bid Requirement (Allowed Values)
"","Rating in KVA & Min. VAHCapacity of Battery",,2 KVA Without battery
"",Technology,,MOSFET-PWM
"",Energy Star Rating,,5 Star
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Trolley,,with trolley
"",Type of Battery,,Without Battery,
"",Backup time (Minutes),,Without Battery,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************KATNI1030",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********KATNI,,10,,30,
