Bid Details,,,
Bid End Date/Time,,11-08-2021 13:00:00,
Bid Opening Date/Time,,11-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Navy,
Office Name,,***********,
Total Quantity,,5,
Item Category,,bar code reader equipment,
OEM Average Turnover (Last 3 Years),,1 Lakh (s),
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,80 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Estimated Bid Value,,14744,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"SpecificationSpecification NameBid Requirement (Allowed Values)SpecificationTypeCordedForm FactorHand HeldScan SystemLaserScan Rate (Scans perMore than 100.0 Or highersecond/ frames per second)On Site OEM Warranty1(Year)",Specification,,Specification Name,,Bid Requirement (Allowed Values)
Specification,,Type,,Corded,
"",Form Factor,,Hand Held,,
"",Scan System,,Laser,,
"","Scan Rate (Scans persecond/ frames per second)",,More than 100.0 Or higher,,
"","On Site OEM Warranty(Year)",,1,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************UTTARA KANNADA515",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********UTTARA KANNADA,,5,,15,
