Bid Details,
Bid End Date/Time,05-08-2021 20:00:00
Bid Opening Date/Time,05-08-2021 20:30:00
Bid Life Cycle (From Publish Date),90 (Days)
Bid Offer Validity (From End Date),30 (Days)
Ministry/State Name,Ministry Of Defence
Department Name,Department Of Defence
Organisation Name,Border Road Organisation
Office Name,***********
Total Quantity,1
Item Category,"DSLR/ COMPACT / HANDHELD CAMCORDER or VIDEOCAMERAS"
"Minimum Average Annual Turnover of theBidder",1 Lakh (s)
Years of Past Experience required,2 Year (s)
"MSE Exemption for Years of Experience andTurnover",No
"Startup Exemption for Years of Experienceand Turnover",No
Document required from seller,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,Additional Doc 1 (Requested inATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer"
Past Performance,80 %
Bid to RA enabled,Yes
"Time allowed for Technical Clarificationsduring technical evaluation",2 Days
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",Yes
"Inspection to be carried out by Buyers ownempanelled agency",Yes
Type Of Inspection,Post Dispatch
"Name of the Empanelled InspectionAgency/ Authority",Board of Officers
Estimated Bid Value,372120
Bid Details,,,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand
Specification,,Specification Name,,Bid Requirement (Allowed Values)
TYPE,,Classification of Camera,,Still
"",,Type of Camera,,DSLR Full Frame Format
IMAGE SENSOR,,Image Sensor,,CMOS
"",,"Sensor Size for Fixed LensCamera (inch)",,NA
"",,"Sensor Size forInterchangeable LensCamera (mmxmm)",,36 x 23.9 to 24
"",,"Effective Pixels (MegaPixels)",,50
"",,"ISO (Sensitivity of theimage Sensor) Max",,51200 Or higher
OPTICS,,Lens Mounting,,Detachable
"",,Minimum Focal Length,,10.1600203200406
"",,Maximum Focal Length,,10.1600203200406
"",,"Minimum Lens Aperture(f/number)",,1.4
"",,"Maximum Lens Aperture(f/number)",,22
"",,Optical Zoom,,"3X to 5X, 6X to 10X, 11X to 15X, 16X to 20X, 21X to25X, 26X to 30X, 31X to 35X,, 36X to 40X, 41X to 45X,46X to 50X, 51X to 55X, 56X to 60X, 61X and above"
Video Recording,,Video Recoding,,Yes
"",,"Maximum RecordingResolution (Pixels)",,4K (3840 x 2160)
"",,Frame Rate,,"60, 80, 90, 100, 120, NA, 24, 25, 30, 48, 50"
"",,Live Video Streaming,,Yes
AUDIO,,Audio Recording,,Yes
"",,Audio Output,,Yes
DISPLAY,,Display,,Yes
"",,Touch Screen,,Yes
"",,Display Size (inch),,2.6 - 3
"",,Vari Angle Screen,,Yes
"",,View Finder,,Yes
FEATURES,,Flash,,"Built-in, External (Not inclusive in the scope ofsupply), NA"
"","Minimum OperatingTemperature (for land use)",,0.0,
"","Maximum OperatingTemperature (for land use)",,40.0,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,"Operating Humidity, Rh at40 deg C",,65.0
GENERIC,,Housing construction,,Metallic
"",,IP Protection,,NA
"",,Carry Case inclusive,,Yes
WARRANTY,,Warranty,,2.0
"Specification ParameterBid Requirement (Allowed Values)NameMake & Type of CameraBrand: SONY 50 MP Full Frame Camera Mode : Sony ILCE-7RM4Video Recording pixel4K (3840 x 2160)Accessories to be supplied withTri-Stand and carry caseCamera","Specification ParameterName",,Bid Requirement (Allowed Values)
Make & Type of Camera,,Brand: SONY 50 MP Full Frame Camera Mode : Sony ILCE-7RM4,
Video Recording pixel,,4K (3840 x 2160),
"Accessories to be supplied withCamera",,Tri-Stand and carry case,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************DARJILING120",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********DARJILING,,1,,20,
