RA Details,,,
RA Technical End Date/Time,,04-08-2021 19:00:00,
RA Opening Date/Time,,04-08-2021 19:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Bihar,
Department Name,,Urban Development & Housing Department Bihar,
Organisation Name,,Urban Development And Housing Department,
Office Name,,Nagar Parishad Nawada,
Total Quantity,,14000,
Item Category,,swachh bharat 10-12 litre waste container set,
Average Turnover (Last 3 Years),,15 Lakh (s),
OEM Average Turnover (Last 3 Years),,120 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Additional Doc 1(Requested in ATC),Compliance of BoQ specification andsupporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Past Performance,,80 %,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,5.00,
"",EMD Amount,,154000,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values)
CONSTRUCTIONAL,Material,Virgin HDPE Conforming to IS 7328 latest
Holes at Bottom,1 no. of 10 mm dia with mesh,
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days
1,Ram Naresh,"805110,SBI HEAD BRANCH,KACHAHRI ROAD, NAWADA",14000,15
