Bid Details,,,
Bid End Date/Time,,17-08-2021 18:00:00,
Bid Opening Date/Time,,17-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Gujarat,
Department Name,,Gujarat Industrial Develpment Corporation (gidc),
Organisation Name,,N/a,
Office Name,,Head Office Gandhinagar,
Total Quantity,,1,
Item Category,,"Design & SITC for Heat detection, Fire Suppression & Firealarm systems for A. C. units & GIDC HO",
"Minimum Average Annual Turnover of theBidder",,30 Lakh (s),
OEM Average Turnover (Last 3 Years),,250 Lakh (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Past Performance,Bidder Turnover,Certificate (Requested inATC),OEM Authorization Certificate,OEM AnnualTurnover,Additional Doc 1 (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Oza KapilkumarParshotam",,"382011,Gujarat IndustrialDevelopment Corporation, 3rdFloor, 4th Block, UdhyogBhavan, Sector 11,Gandhinagar.",,1,,60
