RA Details,,,
RA Technical End Date/Time,,12-08-2021 18:00:00,
RA Opening Date/Time,,12-08-2021 18:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Power,
Department Name,,Contracts And Materials,
Organisation Name,,Damodar Valley Corporation,
Office Name,,Damodar Valley Corporation,
Total Quantity,,480,
Item Category,,Ammonia solution 25%,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,5 Days,
Estimated RA Value,,383160,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values),
"TechnicalSpecifications","Purity, Min",25.0,
Product Information,Grade,AR,
"Packaging, Markingand Shelf Life",Packing Type,"Narrow Mouth Jerry Can, Plastic Narrow Mouth Drum",
Shelf Life,"1, 2, 3, 4, 5 Or higher",,
Packing Size,25 Liter,,
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"",,,,
"","AMMONIA LIQUOR PERCENT BYMASS:25 Min,Grade:AR/EQUIVALENT,CONFIRMING TO IS:799 -1985",,"AMMONIA LIQUOR PERCENT BY MASS:25 Min, Grade:AR/EQUIVALENT,CONFIRMING TO IS:799 -1985",
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days,
1,Rajesh Kumar Pathak,"723133,Raghunathpur ThermalPower Station (RTPS)- DVC,Technical Building, Dumdumi,District- Purulia",480,30,
