Bid Details,,,
Bid End Date/Time,,05-08-2021 15:00:00,
Bid Opening Date/Time,,05-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,15 (Days),
Ministry/State Name,,Ministry Of Textiles,
Department Name,,Na,
Organisation Name,,Central Silk Board,
Office Name,,"Central Sericultural Research And Training Institute,Berhampore (w.b.)",
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,20 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,200000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer742101,Central SericulturalResearch and Training Institute1Kishalay Bhadury115&#x28;CSRTI&#x29;Berhampore",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Kishalay Bhadury,,"742101,Central SericulturalResearch and Training Institute&#x28;CSRTI&#x29;Berhampore",,1,,15,
