Bid Details,,,
Bid End Date/Time,,06-08-2021 16:00:00,
Bid Opening Date/Time,,06-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Urban Development,
Department Name,,Na,
Organisation Name,,Urban Transport Division,
Office Name,,Bangalore Metro Rail Corporation Ltd,
Total Quantity,,10,
Item Category,,Split Air Conditioner including Green AC,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"Conformity &Certification",,"Green Room Air ConditionerCompliant",,AC -
"TechnicalParameters",,Technology of AC,,Non Inverter AC
"","Nominal coolingcapacity(Ton) (1 ton = 3000kcal/hr)",,2 Ton,
"","Energy PerformanceThreshold (ISEER)(Wh/Wh)(for Greenroom AC)",,NA,
"",Eco-friendly Refrigerant,,Yes,
"",Refrigerant Type,,R32,
"","Refrigerant Global warmingpotential (GWP)",,675 (for R32),
"","Refrigerant Ozone DepletionPotential is Zero",,Yes,
"",Compressor Type,,Rotary Type,
"",Heating,,Cool Only,
"",Coil Material (Evaporator),,Copper,
"",Coil Material (Condenser),,Copper,
"",BEE Star Rating,,3.0,
"","Rated cooling capacity inWatt (W) as per BEE starlabel",,6200,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,"Rated ISEER value (Wh/Wh)as per BEE star label",,3.62
General Parameters,,"Connecting pipe length(meter)",,3 Mtr
"",,Material of Air Filter,,Synthetic Fiber
"",,Reusable Air filter,,Yes
"EnvironmentalFeatures",,Environmental Friendly Paint,,"Yes (Paint does not contain heavy metals or theircompounds include mercury (Hg), lead (Pb), cadmium(Cd) and hexavalent chromium (Cr)"
"Packaging andMarking",,Packaging Material,,Recycled & Biodegradable Material
Warranty/Services,,AC Machine Warranty,,1 Or higher
"",,Compressor Warranty,,"5, 10 Or higher"
Installation,,Installation,,Standard installation
"General TechnicalRequirements (GTR)/ Commissioning",,Not Included in Scope of Supply,,"Carpentry work for making the window frame andfixing of wooden frame, Switches/ Sockets / Plug Tops/ Voltage Stabilizer, Masonry Work, Additional DrainPipe, Additional Copper Pipe, Additional Wire, GrillCutting / Core Cutting"
"TestReport/Certification",,"Availability Of Test Report FromCentral Govt/Nabl/IlacAccredited Lab To ProveConformity To Specification",,Yes
"Specification ParameterBid Requirement (Allowed Values)NameConnecting pipe length (meter)5.0 MTRCompressor Warranty10 OR HIGHER","Specification ParameterName",,Bid Requirement (Allowed Values)
Connecting pipe length (meter),,5.0 MTR,
Compressor Warranty,,10 OR HIGHER,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer560038,Bangalore Metro RailCorporation Ltd O&M Wing, Old1Dara Ravi Kumar1031Madras Road, Near NGEF BusStop, Baiyappanahalli",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dara Ravi Kumar,,"560038,Bangalore Metro RailCorporation Ltd O&M Wing, OldMadras Road, Near NGEF BusStop, Baiyappanahalli",,10,,31,
