RA Details,,,
RA Technical End Date/Time,,02-08-2021 20:00:00,
RA Opening Date/Time,,02-08-2021 20:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Army,
Office Name,,***********,
Total Quantity,,50,
Item Category,,Helmet Airborne(Defence),
MSE Exemption for Years Of Experience,,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values),
SPECIFICATION,Conforming to specification,"Conforming to specification for Helmet Airborne issuedby Ministry of Defence vide No.CQA(GS)/Prov/GS-5/2013/02(a)",
"","Availability of Defencespecification of HelmetAirborne",Yes,
"","Seen and understoodDefence specification ofHelmet Airborne",Yes,
SHAPES AND SIZES,SHAPES AND SIZES,Medium,
"","Applicable SpecificationDocument",,View,
S.No.,"Consignee/Reporting Officer",,Address,Quantity,Delivery Days,
1,***********,,***********RAJAURI,50,30,
