Bid Details,,,
Bid End Date/Time,,16-08-2021 13:00:00,
Bid Opening Date/Time,,16-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Science And Technology,
Department Name,,Department Of Scientific And Industrial Research (dsir),
Organisation Name,,N/a,
Office Name,,Csir Crri Cenral Road Research Institute,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
Estimated Bid Value,,250000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer110025,CENTRAL ROAD1KartikRESEARCH INSTITUTE DELHI130MATHURA ROAD NEW DELHI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Kartik,,"110025,CENTRAL ROADRESEARCH INSTITUTE DELHIMATHURA ROAD NEW DELHI",,1,,30,
