Bid Details,,,
Bid End Date/Time,,06-08-2021 14:00:00,
Bid Opening Date/Time,,06-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,15 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Medical Education Department Uttar Pradesh,
Organisation Name,,Directorate Of Medical Education And Training,
Office Name,,Director General Medical Education,
Total Quantity,,200,
Item Category,,ANTI SNAKE VENOM INJ,
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AnnualTurnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,20 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer250004,LLRM Medical College,1Dr. Vibhu Sahani20015Garh Road, 250004",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dr. Vibhu Sahani,,"250004,LLRM Medical College,Garh Road, 250004",,200,,15,
