Bid Details,,,
Bid End Date/Time,,05-08-2021 20:00:00,
Bid Opening Date/Time,,05-08-2021 20:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Himachal Pradesh,
Department Name,,Panchayati Raj Department Himachal Pradesh,
Organisation Name,,"Himachal Pradesh Panchayati Raj Training InstituteMashobra (craigneno) Shimla",
Office Name,,Distt Panchayat Office Mandi,
Total Quantity,,1,
Item Category,,All in One PC,
OEM Average Turnover (Last 3 Years),,1 Lakh (s),
Years of Past Experience required,,1 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Motherboard,,Chipset Series,,"Intel Q Series, Intel Z Series Or higher"
"",Chipset Number,,Intel Q470 Or higher,
"",Processor Make,,Intel,
"",Processor Generation,,10.0 Or higher,
"","Number of Cores perProcessor",,"4, 6, 8, 10 Or higher",
"",Processor Description,,"Intel Core i3, Intel Core i5, Intel Core i7, Intel Core i9Or higher",
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Processor Number,,"Intel Core i5 10210U, Intel Core i3 10300T, Intel Corei3 10100, Intel Core i5 10600T, Intel Core i3 10300,Intel Core i7 10700T, Intel Core i5 10400, Intel Core i910900T, Intel Core i5 10500, Intel Core i5 10600, IntelCore i7 10700, Intel Core i7 10700K, Intel Core i910900, Intel Core i9 10900K, 10th-generation IntelCore i5, Turbo Boost up to 4.5GHz, 10th-generationIntel Core i5, Turbo Boost up to 4.8 GHz, 10th-generation Intel Core i7, Turbo Boost up to 5.0GHz Orhigher"
Graphics,,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 8 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"8, 16, 32, 64 Or higher"
"",,"RAM Expandability up to(using spare DIMM Slots inGB)",,64 Or higher
Storage,,"Type of Drives used topopulate the Internal Bays",,SSD
"",,Total HDD Capacity (GB),,"500, 1000, 1500, 2000, 2500, 3000, 0 Or higher"
"",,Total SSD Capacity (GB),,"512, 768, 1024, 2048, 4096 Or higher"
Display,,Display Size (INCHES),,"21.5, 22, 23.6, 23.8, 27, 34, 37.5 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Panel Technology,,"IPS, WVA Or higher"
"",,Display Resolution (PIXELS),,"1920x1080, 1920 x 1200, 3200x1800, 3840 x 2160,3440 x 1440, 4096x2304, 5120x2880 Or higher"
"",,"Availability of Webcamintegrated with Display",,Yes
Warranty,,"On Site OEM Warranty(Year)",,"3, 5 Or higher"
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer175001,District Panchayat1Gopal Krishan115Office Mandi",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Gopal Krishan,,"175001,District PanchayatOffice Mandi",,1,,15,
