RA Details,,,
RA Technical End Date/Time,,30-07-2021 15:00:00,
RA Opening Date/Time,,30-07-2021 15:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Bihar,
Department Name,,Panchayat Raj Department Bihar,
Organisation Name,,Panchayati Raj Department,
Office Name,,Zila Parishad Saran,
Total Quantity,,200,
Item Category,,Medical Oxygen Gas Cylinders - Steel(Normalized),
Average Turnover (Last 3 Years),,8 Lakh (s),
OEM Average Turnover (Last 3 Years),,8 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Additional Doc 1(Requested in ATC),Additional Doc 2 (Requested inATC),Additional Doc 3 (Requested in ATC),Additional Doc 4(Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
Past Performance,,50 %,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,IDBI Bank,
"",EMD Percentage(%),,2.00,
"",EMD Amount,,32000,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values)
"CYLINDERTECHNICALSPECIFICATION",Cylinder Size,B
Neck ring provided,Yes,
Foot ring provided,Yes,
"Type of Valve fitted withthe cylinder",Type A ( Wheel operated),
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days
1,Raj Uday Prasad,"841301,zila parishad saranchapra",200,15
