Bid Details,,,
Bid End Date/Time,,10-08-2021 15:00:00,
Bid Opening Date/Time,,10-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of New And Renewable Energy,
Department Name,,Indian Renewable Energy Development Agency,
Organisation Name,,"National Institute Of Wind Energy (niwe) Ministry Of NewAnd Renewable Energy",
Office Name,,Chennai,
Total Quantity,,8,
Item Category,,SOLAR PANEL 325W,
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years Of Experienceand Turnover",,Yes,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer600100,NATIONAL INSTITUTEOF WIND ENERGY VELACHERY-1Sreeram V K815TAMBARAM MAIN ROAD,PALLIKARANAI CHENNAI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Sreeram V K,,"600100,NATIONAL INSTITUTEOF WIND ENERGY VELACHERY-TAMBARAM MAIN ROAD,PALLIKARANAI CHENNAI",,8,,15,
