Bid Details,,,
Bid End Date/Time,,06-08-2021 14:00:00,
Bid Opening Date/Time,,06-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Niti Aayog - National Institution For Transforming India,
Department Name,,Atal Innovation Mission,
Organisation Name,,Atal Tinkering Lab,
Office Name,,India,
Total Quantity,,1,
Item Category,,"Package No.3 ATAL TINKERING LAB OF NITI AAYOGMECHANICAL, ELECTRICAL and MEASUREMENT TOOLS (PAC Only )",
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Make,,robotech-pl,
Model,,robotech-platallabpackage3,
Brand Type,Registered Brand,
SpecificationSpecification NameBid Requirement (Allowed Values),Specification,,Specification Name,,Bid Requirement (Allowed Values),
"","Applicable SpecificationDocument",,View,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer506221,BACHANNAPET(V & M)1Krishnaveni Karla160JANGAON TELANGANA-506221",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days,
1,,Krishnaveni Karla,,"506221,BACHANNAPET(V & M)JANGAON TELANGANA-506221",,1,,60,,
