RA Details,,,
RA Technical End Date/Time,,03-08-2021 18:00:00,
RA Opening Date/Time,,03-08-2021 18:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Ministry Of Home Affairs,
Department Name,,Central Armed Police Forces,
Organisation Name,,Indo Tibetan Border Police (itbp),
Office Name,,47th Bn,
Total Quantity,,11650,
Item Category,,Refined Sugar,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,Yes,
"Inspection to be carried out by Buyers ownempanelled agency",,Yes,
Type Of Inspection,,Stage-wise Inspection,
"Name of the Empanelled InspectionAgency/ Authority",,Board of Officers,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand
Specification,Specification Name,Bid Requirement (Allowed Values),
Requirements,"Polarization, Min",99.7,
"","Colour in ICUMSA Units, at420 nm, max.",100,
"","Sulphur dioxide, mg/kg, Max",15,
"","Lead, mg/kg, Max",0.5,
Packing,Packing material of Sugar,HDPE,
Packing size (kg),50,,
Shelf Life,Shelf Life (in years),2,
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"",,,,
"",GRADE OF SUGAR,,"S-30,31",
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days,
1,Shashank Gunwant,"184141,47TH BN ITBP VILL- RAITEH-GHAGWAL",11650,30,
