Bid Details,,,
Bid End Date/Time,,11-08-2021 09:00:00,
Bid Opening Date/Time,,11-08-2021 09:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Petroleum And Natural Gas,
Department Name,,Oil India Limited,
Organisation Name,,Oil India Limited,
Office Name,,Oil India Limited,
Total Quantity,,7,
Item Category,,"Potable water purification system Reverse Osmosis or UVbased",
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Compliance of BoQ specification and supporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,7 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Estimated Bid Value,,225000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Standards,,Certification for the product,,CE
"","Manufacturers QualitySystem Certifications",,ISO 9001:2015,
"","Manufacturers EnvironmentManagement SystemCertifications",,ISO 14001:2004,
"","Manufacturers Health andSafety Management SystemCertifications",,ISO 18001:2007,
"","Maximum Input Water TDSallowed to the system",,2000,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"","Type of water purificationtechnology",,RO +UV,
"",Operation,,Fully automatic with auto cut off,
"",Ultraviolet (UV) LAMP,,Yes,
"","Conformity to Standard forUltraviolet system",,"IS 14724 (latest) for water purification system withUltraviolet disinfection",
"","Recovery at 27 degreeCentigrade",,70-80,
"","Filtration Capacity in liter/hour",,25,
"","Provision of Arsenicremoval",,No,
"",Provision of Floride removal,,Yes,
"","Provision of Chlorideremoval",,Yes,
"",Alkaline filter,,Yes,
"",Storage tank,,Inbuilt,
"","Type of out put waterStorage Tank",,Stainless Steel,
"","Storage Tank Capacity(storage tank external forhigher capacity if requiredto be arranged by buyer)",,25ltr,
"",Minimum inlet pressure,,0.3 KG/CM2,
"",Maximum inlet temperature,,35 DEGREE,
"",Digital display,,No,
"",Real time TDS display,,No,
"",Real time pH Display,,Yes,
"",High pressure pump,,Yes,
"","Raw water/Chemical Rawwater/Chemical CleaningPUMP",,Yes,
"",Micron Filter,,Yes,
"","Total Dissolved SolidsRemoval Percentage fromRO Membrane",,90%,
"",Particulate Filter Porosity,,10 Micro,
"",Pressure vessel Sand Filter,,No,
"","Pressure vessel carbonFilter",,Yes,
"","Pressure Vessel Dual MediaFilter",,No,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,,,
"",,Membrane Housing,,Yes
"",,Body of filter,,ABS Food grade
"",,Auto cut,,Yes
"",,Number of candles,,2
"",,Power supply,,230 Volt single phase
"",,Installation Type,,"Wall mounted, Under sink, Floor Mounted, FloorMounted and Enclosed"
"MiscellaneousParameters",,"Warranty in years includingreplacement of filtersSediment & carbon twice ayear)",,1
"","Warranty in years freereplacement of machine",,1,
"","Antiscalant- where silica isup to 10 ppm/where Mica isup to 100 ppm",,Yes,
"","Availabilty of type test TestREPORT for Filtering Size ofmicron Particles",,Yes,
"","Availability of test reportfrom Govt/NABL/ilac Lab(Design Evalution Report asper IS:14724",,Yes,
"","Availability of toll freecenters for customersupport",,Yes,
"","Installation andCommissioning inclusive inthe scope of Supply*",,Yes,
"","Availability of NABLAccredited LaboratoryFacility with OEM",,Yes,
"","Inlet Pipe & Fitting fromraw water scorces to waterpurification system",,to be arranged by buyer/consignee,
"","Pipe & Fitting from Out letto purified water tank",,To be arranged by buyer /consignee,
"Specification ParameterBid Requirement (Allowed Values)NameInstallation type of the FilterWall mounted Type. Bidder must confirm the same in their offer.shall beInstallation and after sale services shall be provided by the bidder onBidder shall confirm in theirplacement of order. Certificate of Warranty shall be provided along with theoffersupply of materials.","Specification ParameterName",,Bid Requirement (Allowed Values)
"Installation type of the Filtershall be",,Wall mounted Type. Bidder must confirm the same in their offer.,
"Bidder shall confirm in theiroffer",,"Installation and after sale services shall be provided by the bidder onplacement of order. Certificate of Warranty shall be provided along with thesupply of materials.",
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer786602,Oil India Limited,1DIPANKAR PATHAK7120Duliajan, Assam",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,DIPANKAR PATHAK,,"786602,Oil India Limited,Duliajan, Assam",,7,,120,
