Bid Details,,,
Bid End Date/Time,,10-08-2021 13:00:00,
Bid Opening Date/Time,,10-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Chemicals And Fertilizers,
Department Name,,Department Of Fertilizers,
Organisation Name,,Rashtriya Chemicals And Fertilizers Limited (rcf),
Office Name,,Trombay Unit,
Total Quantity,,2,
Item Category,,"CS, Gate Valve, 12"" x 150# , flanged",
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Additional Doc 1 (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,7 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",Reserved for MSE,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer400074,CHIEF MANAGERBiswajit Ranjit1STORES MAHUL ROAD RCF228Kumar Das GuptaGATE NO 2 CHEMBUR MUMBAI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Biswajit RanjitKumar Das Gupta",,"400074,CHIEF MANAGERSTORES MAHUL ROAD RCFGATE NO 2 CHEMBUR MUMBAI",,2,,28,
