Bid Details,,,
Bid End Date/Time,,06-08-2021 13:00:00,
Bid Opening Date/Time,,06-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,70 (Days),
Ministry/State Name,,Ministry Of Chemicals And Fertilizers,
Department Name,,Department Of Pharmaceuticals,
Organisation Name,,"National Institute Of Pharmaceutical Education AndResearch (niper)mohali",
Office Name,,Mohali,
Total Quantity,,2,
Item Category,,Laptop-Notebook,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
Primary product category,,Laptop-Notebook,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Processor Make,,Intel
"",Processor Generation,,"10.0, 11.0 Or higher"
"","Number of Cores perProcessor",,"4, 6, 8 Or higher"
"","Processor Base Frequency(GHz)",,"1.7, 2, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3, 3.1,3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4, 4.1, 4.2, 4.3,1.6, 1.8, 1.9, 4.7 Or higher"
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Processor Description,,"Intel Core i5, Intel Core i7, Intel Core i9 Or higher"
"",,Processor Number,,"Intel Core i5 1035G7, Intel Core i7 1060G7, Intel Corei7 1065G7, Intel Core i7 10510U, Intel Core i710710U, Intel Core i9 10980HK, Intel Core i9 10880H,Intel Core i7 10875H, Intel Core i7 10850H, Intel Corei7 10750H, Intel Core i5 10400H, Intel Core i510300H, Intel Core i7 10810U, Intel Core i7 10610U,Intel Core i5, Turbo Boost up to 3.8GHz, with 6MBshared L3 cache, Intel Core i7 1165G7, Intel Core i51135G7 Or higher"
Graphics,,Graphics Type,,Integrated
"",,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 6 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"8, 16, 32, 64 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,HDD
"",,Total HDD Capacity (GB),,"1000, 1500, 2000, 2500, 3000 Or higher"
"",,Capacity of each SSD (GB),,0
"",,Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 1024, 1280, 2048, 4096, 0Or higher"
"",,Capacity of each SSHD (GB),,"8 GB Flash + 500 GB @5400 rpm, 8 GB Flash + 1000GB @5400 rpm, 8 GB Flash + 2000 GB @5400 rpm,NA Or higher"
"",,"Total SSHD Capacity inaddition to 8 GB Flash (GB)",,"500, 1000, 1500, 0 Or higher"
Connectivity,,Wireless Connectivity,,Yes
"",,Number of Ethernet Ports,,1 Or higher
Display,,Display Size (Inch),,"15.4, 15.6, 16 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Display Resolution (Pixels),,"1920x1080, 1920 x 1200, 3200x1800, 3840 x 2160,2304 x 1440, 2560 x 1600, 2736 x 1824, 2880 x1800, 2256x1504, 3000x2000, 3240x2160, 3272 x1920, 2880 x 1920, 3072 x 1920 Or higher"
Miscellaneous,,Optical Drive,,"Integrated, External, NA Or higher"
Warranty,,Battery Warranty,,"3, 4, 5 Or higher"
"","On Site OEM Warranty(Year)",,3,
"Specification ParameterBid Requirement (Allowed Values)NameDisplay Size (Inch)14 inches LED Backlit Antiglare Display with IPS TechnologyCache6MBBluetooth ConnectivityVersion 5.0Other SpecificationsHD webcam , 12 Hours battery Backup TimeChassisABS Plastic with Metallic Hinges","Specification ParameterName",,Bid Requirement (Allowed Values)
Display Size (Inch),,14 inches LED Backlit Antiglare Display with IPS Technology,
Cache,,6MB,
Bluetooth Connectivity,,Version 5.0,
Other Specifications,,"HD webcam , 12 Hours battery Backup Time",
Chassis,,ABS Plastic with Metallic Hinges,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer160062,National Institute ofS Uma SankaraPharmaceutical Education and1115RameshReserach (NIPER) Sector 67,Mohali",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"S Uma SankaraRamesh",,"160062,National Institute ofPharmaceutical Education andReserach (NIPER) Sector 67,Mohali",,1,,15,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Processor,,Processor Make,,Intel
"",,Processor Generation,,11.0 Or higher
"",,"Number of Cores perProcessor",,"4, 6, 8 Or higher"
"",,"Processor Base Frequency(GHz)",,"1.7, 2, 2.1, 2.2, 2.3, 2.4, 2.5, 2.6, 2.7, 2.8, 2.9, 3, 3.1,3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 4, 4.1, 4.2, 4.3,1.6, 1.8, 1.9, 4.7 Or higher"
"",,Processor Description,,"Intel Core i5, Intel Core i7 Or higher"
"",,Processor Number,,"Intel Core i7 1165G7, Intel Core i5 1135G7 Or higher"
Graphics,,Graphics Type,,Integrated
"",,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 6 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Memory,,RAM Size (GB),,"16, 32, 64 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,SSD
"",,Total HDD Capacity (GB),,"500, 1000, 1500, 2000, 2500, 3000, 0 Or higher"
"",,Capacity of each SSD (GB),,512
"",,Total SSD Capacity (GB),,"512, 768, 1024, 1280, 2048, 4096 Or higher"
"",,Capacity of each SSHD (GB),,"8 GB Flash + 500 GB @5400 rpm, 8 GB Flash + 1000GB @5400 rpm, 8 GB Flash + 2000 GB @5400 rpm,NA Or higher"
"",,"Total SSHD Capacity inaddition to 8 GB Flash (GB)",,"500, 1000, 1500, 0 Or higher"
Connectivity,,Wireless Connectivity,,Yes
"",,Number of Ethernet Ports,,1 Or higher
Display,,Display Size (Inch),,"14, 15, 15.4, 15.6, 16 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Display Resolution (Pixels),,"1920x1080, 1920 x 1200, 3200x1800, 3840 x 2160,2304 x 1440, 2560 x 1600, 2736 x 1824, 2880 x1800, 2256x1504, 3000x2000, 3240x2160, 3272 x1920, 2880 x 1920, 3072 x 1920 Or higher"
Miscellaneous,,Optical Drive,,"Integrated, External, NA Or higher"
Warranty,,Battery Warranty,,"3, 4, 5 Or higher"
"","On Site OEM Warranty(Year)",,"3, 5",
"Specification ParameterBid Requirement (Allowed Values)NameCacheMin. 6MBSecurity Lock Slot, Carry Case, HDMI Port: 01, 12.5 Hours Battery Backup ,other SpecificationsBluetooth version: 5.0ConnectivityWi-Fi 6 AX200+ bluetooth 5.0MotherboardIntel with 02 Expansion Slots","Specification ParameterName",,Bid Requirement (Allowed Values)
Cache,,Min. 6MB,
other Specifications,,"Security Lock Slot, Carry Case, HDMI Port: 01, 12.5 Hours Battery Backup ,Bluetooth version: 5.0",
Connectivity,,Wi-Fi 6 AX200+ bluetooth 5.0,
Motherboard,,Intel with 02 Expansion Slots,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer160062,National Institute ofS Uma SankaraPharmaceutical Education and1115RameshReserach (NIPER) Sector 67,Mohali",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"S Uma SankaraRamesh",,"160062,National Institute ofPharmaceutical Education andReserach (NIPER) Sector 67,Mohali",,1,,15,
