Bid Details,,,
Bid End Date/Time,,06-08-2021 10:00:00,
Bid Opening Date/Time,,06-08-2021 10:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Railways,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,"Office Of The Principal Chief Material Manager,north EasternRailway, Gorakhpur",
Total Quantity,,100,
Item Category,,Cyfluthrin - Emulsion in Water (EW) as per IS: 15228,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
"SpecificationSpecification NameBid Requirement (Allowed Values)Packingpacking size1",Specification,,Specification Name,,Bid Requirement (Allowed Values)
Packing,,packing size,,1,
"Specification ParameterBid Requirement (Allowed Values)NameDescriptionSolfac EW 050","Specification ParameterName",,Bid Requirement (Allowed Values)
Description,,Solfac EW 050,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer273012,Office of the ChiefSanjeev KumarMedical Director, North Eastern110015SinghRailway, Gorakhpur-273012(UP)",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Sanjeev KumarSingh",,"273012,Office of the ChiefMedical Director, North EasternRailway, Gorakhpur-273012(UP)",,100,,15,
