Bid Details,,,
Bid End Date/Time,,05-08-2021 19:00:00,
Bid Opening Date/Time,,05-08-2021 19:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Ministry Of Coal,
Department Name,,Materials Management,
Organisation Name,,Northern Coalfields Limited,
Office Name,,Singrauli,
Total Quantity,,2,
Item Category,,Nozzle Refuelling; Part no. : 4C6716,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Certificate (Requested in ATC),OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Advisory Bank,,AXIS BANK LTD,
"",ePBG Percentage(%),,3.00,
"",Duration of ePBG required (Months).,,15,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer486884,DEPOT OFFICE,1Gyaneshwar NathREGIONAL STORES, NIGAHI2120PROJECT, NCL, PO - NIGAHI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Gyaneshwar Nath,,"486884,DEPOT OFFICE,REGIONAL STORES, NIGAHIPROJECT, NCL, PO - NIGAHI",,2,,120,
Caterpilla
