Bid Details,,,
Bid End Date/Time,,06-08-2021 09:00:00,
Bid Opening Date/Time,,06-08-2021 09:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Coal,
Department Name,,Materials Management,
Organisation Name,,Western Coalfields Ltd,
Office Name,,Western Coalfields Limited / Nagpur,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,409547,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer441109,Regional Stores, WCLRahul Rajendra1PO SILEWARA COLLIERY Dist.130AmaneNagpur M.S.; Pin 441 109",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Rahul RajendraAmane",,"441109,Regional Stores, WCLPO SILEWARA COLLIERY Dist.Nagpur M.S.; Pin 441 109",,1,,30,
