Bid Details,,,
Bid End Date/Time,,10-08-2021 16:00:00,
Bid Opening Date/Time,,10-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Electronics And Information Technology,
Department Name,,Na,
Organisation Name,,Centre For Materials For Electronics Technology (cmet),
Office Name,,Cmetpune,
Total Quantity,,1,
Item Category,,BOQ,
"Minimum Average Annual Turnover of theBidder",,27 Lakh (s),
OEM Average Turnover (Last 3 Years),,220 Lakh (s),
Years of Past Experience required,,3 Year (s),
MSE Exemption for Turnover,,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Bidder Turnover,OEMAuthorization Certificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,20 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,7 Days,
Estimated Bid Value,,5500000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Advisory Bank,,State Bank of India,
ePBG Percentage(%),,3.00,,
Duration of ePBG required (Months).,,12,,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer411008,panchawatti , Off1Tanay Seth190Pashan Road ,Pune",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Tanay Seth,,"411008,panchawatti , OffPashan Road ,Pune",,1,,90,
