Bid Details,,,
Bid End Date/Time,,16-08-2021 18:00:00,
Bid Opening Date/Time,,16-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Coal,
Department Name,,Materials Management,
Organisation Name,,Mahanadi Coalfields Limited,
Office Name,,General Manager Materials Management Mcl Hqr,
Total Quantity,,1,
Item Category,,Velocity of Detonation (VOD) cum Delay Testing Instrument,
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,OEM AuthorizationCertificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,30 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,5 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
% of Product Cost Payable on Product Delivery,,80%
Min Cost Allocation for ICT as a % of product cost,,20%
"Number of days allowed for ICT after site readinesscommunication to seller",,30 Days
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer759102,MAHANADIManas PrasadCOALFIELDS LIMITED, AT/PO:1145DhanwarDeulbera Colliery, Dist: Angul-759102",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Manas PrasadDhanwar",,"759102,MAHANADICOALFIELDS LIMITED, AT/PO:Deulbera Colliery, Dist: Angul-759102",,1,,45,
