Bid Details,,,
Bid End Date/Time,,07-08-2021 09:00:00,
Bid Opening Date/Time,,07-08-2021 09:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Air Force,
Office Name,,***********,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,22656,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************BARDHAMAN130",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********BARDHAMAN,,1,,30,
