Bid Details,,,
Bid End Date/Time,,16-08-2021 18:00:00,
Bid Opening Date/Time,,16-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Coal,
Department Name,,Materials Management,
Organisation Name,,Mahanadi Coalfields Limited,
Office Name,,General Manager Materials Management Mcl Hqr,
Total Quantity,,100,
Item Category,,"PANTUM MAKE CARTRIDGE FOR CATRIDGE FOR ROAD SALEWB PRINTERS",
Years of Past Experience required,,1 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Certificate (Requested in ATC),OEMAuthorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer759148,OFFICE OF THEGENERAL MANAGER,1Dhirender SinghBHARATPUR AREA, AT PO10045N.S.Nagar, Bharatpur, ViaTalcher, Dist Angul 759148",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dhirender Singh,,"759148,OFFICE OF THEGENERAL MANAGER,BHARATPUR AREA, AT PON.S.Nagar, Bharatpur, ViaTalcher, Dist Angul 759148",,100,,45,
