Bid Details,,,
Bid End Date/Time,,06-08-2021 13:00:00,
Bid Opening Date/Time,,06-08-2021 13:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Uttar Pradesh,
Department Name,,Secretariat Administration Department Uttar Pradesh,
Organisation Name,,N/a,
Office Name,,U P Secretariat Lucknow,
Total Quantity,,10,
Item Category,,KYOCERA TONER CARTRIDGE TK-6720,
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MSE Purchase Preference,,No,
"",MII Purchase Preference,,No,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer226001,Vidhansabha marg U P1Rajeev Srivastava1015Civil Secretariat, Main Building",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Rajeev Srivastava,,"226001,Vidhansabha marg U PCivil Secretariat, Main Building",,10,,15,
