Bid Details,,,
Bid End Date/Time,,16-08-2021 10:00:00,
Bid Opening Date/Time,,16-08-2021 10:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Air Force,
Office Name,,***********,
Total Quantity,,4000,
Item Category,,Power Cable For Direct Burial Xlpe Ugac Cable-IS: 10418,
"MSE Exemption for Years Of Experienceand Turnover",,Yes,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Estimated Bid Value,,259160,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Size of Cable (in Sq.mm),,1.5
"",Number of cores (nos),,2
"",Cable Type,,"Cross linked polyethylene and XLPE Insulated PVCOuter sheathed Cable with copper conductor suitablefor rated voltage at 1100 Volts Grade and confirmingto IS 7098 Part-1 1988 with amendment No.1 ,2 & 3reaffirmed in 2005"
"",Armouring,,Galvanised round steel wire armoured
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Armouring Type,,single wire or strip armouring
"",shape of conductor,,Stranded,
"Specification ParameterBid Requirement (Allowed Values)NameTECHNICAL SPECIFICATIONAS PER TECHNICAL SPECIFICATION GIVEN IN ATC","Specification ParameterName",,Bid Requirement (Allowed Values)
TECHNICAL SPECIFICATION,,AS PER TECHNICAL SPECIFICATION GIVEN IN ATC,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************DARJILING400030",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********DARJILING,,4000,,30,
