Bid Details,,,
Bid End Date/Time,,05-08-2021 20:00:00,
Bid Opening Date/Time,,05-08-2021 20:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Housing And Urban Poverty Alleviation,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,Chief Engineer Sz Iii Cpwd,
Total Quantity,,3,
Item Category,,All in One PC,
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,50 %,
Bid to RA enabled,,No,
Primary product category,,All in One PC,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Motherboard,,Chipset Series,,"Intel H Series, Intel B Series, Intel Q Series, OEM, IntelZ Series Or higher"
"",Chipset Number,,"On OEM Motherboard, Intel B460, Intel Q470, Intel H470, Intel H 410, Intel Z 490 Or higher",
"",Processor Make,,Intel,
"",Processor Generation,,10.0 Or higher,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,"Number of Cores perProcessor",,"2, 4, 6, 8, 10 Or higher"
"",,Processor Description,,"Intel Core i5, Intel Core i7, Intel Core i9 Or higher"
"",,Processor Number,,"Intel Core i5 10210U, Intel Core i5 10400T, Intel Corei5 10500T, Intel Core i5 10600T, Intel Core i7 10700T,Intel Core i5 10400, Intel Core i9 10900T, Intel Core i510500, Intel Core i5 10600, Intel Core i7 10700, IntelCore i7 10700K, Intel Core i9 10900, Intel Core i910900K, 10th-generation Intel Core i5, Turbo Boostup to 4.5GHz, 10th-generation Intel Core i5, TurboBoost up to 4.8 GHz, 10th-generation Intel Core i7,Turbo Boost up to 5.0GHz Or higher"
Graphics,,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 8 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Professional
Memory,,RAM Size (GB),,"8, 16, 32, 64 Or higher"
"",,"RAM Expandability up to(using spare DIMM Slots inGB)",,"8, 16, 32, 64, 0 Or higher"
Storage,,"Type of Drives used topopulate the Internal Bays",,"HDD, SSD, PCIe_SSD"
"",,Total HDD Capacity (GB),,"1000, 1500, 2000, 2500, 3000 Or higher"
"",,Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 1024, 2048, 4096 Or higher"
Display,,Display Size (INCHES),,"21.5, 22, 23.6, 23.8, 27, 34, 37.5 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Panel Technology,,"IPS, TN, VA, WVA Or higher"
"",,Display Resolution (PIXELS),,"1366x768, 1440 x 900, 1600 x 900, 1920x1080, 1920x 1200, 3200x1800, 3840 x 2160, 3440 x 1440,4096x2304, 5120x2880 Or higher"
"",,"Availability of Webcamintegrated with Display",,"Yes, No"
Warranty,,"On Site OEM Warranty(Year)",,"1, 3, 5 Or higher"
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dhanasekar M,,"560034,3Rd floor, ""C"" Wing,Kendriya Sadan, Koramangala,Bangalore",,1,,15
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Motherboard,,Chipset Series,,"Intel H Series, Intel B Series, Intel Q Series, OEM, IntelZ Series Or higher"
"",,Chipset Number,,"On OEM Motherboard, Intel B460, Intel Q470, Intel H470, Intel H 410, Intel Z 490 Or higher"
Processor,,Processor Make,,Intel
"",,Processor Generation,,10.0 Or higher
"",,"Number of Cores perProcessor",,"2, 4, 6, 8, 10 Or higher"
"",,Processor Description,,"Intel Pentium, Intel Core i3, Intel Core i5, Intel Core i7,Intel Core i9 Or higher"
"",,Processor Number,,"Intel Pentium Silver J 5040, Intel Core i3 10110U, IntelCore i5 10210U, Intel Core i3 10100T, Intel Core i510400T, Intel Core i3 10300T, Intel Core i5 10500T,Intel Core i3 10100, Intel Core i5 10600T, Intel Core i310300, Intel Core i7 10700T, Intel Core i5 10400, IntelCore i9 10900T, Intel Core i5 10500, Intel Core i510600, Intel Core i7 10700, Intel Core i7 10700K, IntelCore i9 10900, Intel Core i9 10900K, 10th-generationIntel Core i5, Turbo Boost up to 4.5GHz, 10th-generation Intel Core i5, Turbo Boost up to 4.8 GHz,10th-generation Intel Core i7, Turbo Boost up to5.0GHz Or higher"
Graphics,,"Size of Memory in Case ofDedicated Graphic Card(GB)",,"0, 1, 2, 3, 4, 8 Or higher"
Operating System,,"Operating System (FactoryPre-Loaded)",,Windows 10 Home
Memory,,RAM Size (GB),,"8, 16, 32, 64 Or higher"
"","RAM Expandability up to(using spare DIMM Slots inGB)",,"8, 16, 32, 64, 0 Or higher",
"","Type of Drives used topopulate the Internal Bays",,"HDD, SSD, PCIe_SSD",
"",Total HDD Capacity (GB),,"1000, 1500, 2000, 2500, 3000 Or higher",
"",Total SSD Capacity (GB),,"128, 256, 384, 512, 768, 1024, 2048, 4096 Or higher",
Specification,,Specification Name,,Bid Requirement (Allowed Values)
Display,,Display Size (INCHES),,"21.5, 22, 23.6, 23.8, 27, 34, 37.5 Or higher"
"",,Display Type,,"Non Touch, Touch Or higher"
"",,Panel Technology,,"IPS, TN, VA, WVA Or higher"
"",,Display Resolution (PIXELS),,"1366x768, 1440 x 900, 1600 x 900, 1920x1080, 1920x 1200, 3200x1800, 3840 x 2160, 3440 x 1440,4096x2304, 5120x2880 Or higher"
"",,"Availability of Webcamintegrated with Display",,"Yes, No"
Warranty,,"On Site OEM Warranty(Year)",,"1, 3, 5 Or higher"
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer560034,3Rd floor, ""C"" Wing,1Dhanasekar MKendriya Sadan, Koramangala,215Bangalore",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dhanasekar M,,"560034,3Rd floor, ""C"" Wing,Kendriya Sadan, Koramangala,Bangalore",,2,,15,
