Bid Details,,,
Bid End Date/Time,,07-08-2021 14:00:00,
Bid Opening Date/Time,,07-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Heavy Industries And Public Enterprises,
Department Name,,Department Of Heavy Industry,
Organisation Name,,Bharat Heavy Electricals Limited (bhel),
Office Name,,10320027-sstp Trichy,
Total Quantity,,5,
Item Category,,"LPG Unloading Hose 2"" as per OISD St-135",
Years of Past Experience required,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,Certificate (Requestedin ATC),Additional Doc 1 (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,5 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1Jibu Jacob John620014,SSTP TRICHY530",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Jibu Jacob John,,"620014,SSTP TRICHY",,5,,30,
