Bid Details,,,
Bid End Date/Time,,16-08-2021 10:00:00,
Bid Opening Date/Time,,16-08-2021 10:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Army,
Office Name,,***********,
Total Quantity,,1,
Item Category,,Printing of Technical Literature,
"Minimum Average Annual Turnover of theBidder",,14 Lakh (s),
Years of Past Experience required,,2 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Bidder Turnover,Additional Doc 1(Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,5.00,
"",EMD Amount,,175047,
"",Advisory Bank,,State Bank of India,
ePBG Percentage(%),,10.00,,
Duration of ePBG required (Months).,,3,,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer1**********************HYDERABAD160",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,***********,,***********HYDERABAD,,1,,60,
