Bid Details,,,
Bid End Date/Time,,05-08-2021 18:00:00,
Bid Opening Date/Time,,05-08-2021 18:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,75 (Days),
Ministry/State Name,,Ministry Of Health And Family Welfare,
Department Name,,Department Of Health Research,
Organisation Name,,Indian Council Of Medical Research (icmr),
Office Name,,Icmr National Institute Of Nutrition,
Total Quantity,,1,
Item Category,,Multifunction Machines MFM,
Years of Past Experience required,,3 Year (s),
MSE Exemption for Years Of Experience,,Yes,
Startup Exemption for Years Of Experience,,Yes,
Document required from seller,,"Experience Criteria,Past Performance,OEM AuthorizationCertificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",Type of Machine,,Multifunction Machine
"",Print Technology,,Laser
"",Type of Printing,,Colour
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,Cartridge Technology,,"Composite Cartridge, Separate Drum and Toner(Mono Component), Separate Drum and Toner (DualComponent) Or higher"
"",Platen/Flatbed Size,,"A4, A3, Legal Or higher",
"",Paper Size (Original/Image),,A4/A4,
"",RAM size (MB),,"128, 256, 512, 1024, 2048, 4096, 6144, 3072, 320,768, 1536, 1500, 758, 1250, 2560, 7168, 5120, 8192,16384, 2816, 4000, 2000, 10240, 4608 Or higher",
"",Hard Disk Capacity(GB),,"0, 8, 128, 160, 256, 320, 500, 1024, 250, 640, 32,1000, 2000, 3000 Or higher",
"","Minimum Speed per Minuteas per ISO/IEC 24734 in A4Size-Mono",,"22, 23, 24, 25, 26, 27, 28, 30, 31, 35, 36, 38, 40, 43,45, 46, 47, 50, 52, 55, 60, 61, 65, 70, 71, 75, 80, 90,95, 100, 105, 110, 51, 56, 41, 120, 130, 160, 57, 33,34, 32, 85, 81, 21, 53 Or higher",
"","Minimum Speed per Minuteas per ISO/IEC 24734 in A4Size-Colour",,"22, 23, 24, 25, 26, 27, 28, 30, 31, 35, 36, 40, 50, 60,46, 120, 130, 160, 65, 45, 34, 55, 38, 56, 75, 81, 71,21, 53, 32, 70 Or higher",
"","Scanning FeatureAvailability",,Yes Or higher,
"","Duplexing FeatureAvailability",,Yes Or higher,
"",Faxing Feature Availability,,Yes Or higher,
"","Networking FeatureAvailability",,Yes Or higher,
"",Wi-Fi Availability,,"Yes, No Or higher",
"","Original Document FeederType",,DADF/RADF Or higher,
"",Number of Main Paper Tray,,"1, 2, 3, 4, 5 Or higher",
"",Bypass Facility,,Yes Or higher,
"","On Site OEM Warranty(Year)",,"3, 4, 5 Or higher",
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer500007,National Institute ofSeema Ashok1Nutrition, Beside Tarnaka Metro115DeshmukhStation, Tarnaka",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Seema AshokDeshmukh",,"500007,National Institute ofNutrition, Beside Tarnaka MetroStation, Tarnaka",,1,,15,
