Bid Details,,,
Bid End Date/Time,,17-08-2021 16:00:00,
Bid Opening Date/Time,,17-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Agriculture And Farmers Welfare,
Department Name,,Department Of Agricultural Research And Education (dare),
Organisation Name,,Indian Council Of Agricultural Research (icar),
Office Name,,"National Bureau Of Plant Gentic Resources, New Delhi",
Total Quantity,,1,
Item Category,,Supply of Manpower services at NBPGR's Regional Stations,
"Minimum Average Annual Turnover of theBidder",,100 Lakh (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC)*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,50 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,20 Days,
Evaluation Method,,Total value wise evaluation,
"",Advisory Bank,,State Bank of India,
"",EMD Percentage(%),,2.00,
"",EMD Amount,,506293,
"",Advisory Bank,,State Bank of India,
ePBG Percentage(%),,10.00,,
Duration of ePBG required (Months).,,14,,
"",MII Purchase Preference,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer110012,ICAR-NBPGR, Pusa1Dinesh Prasad1365Campus, New Delhi -110012",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Dinesh Prasad,,"110012,ICAR-NBPGR, PusaCampus, New Delhi -110012",,1,,365,
