Bid Details,,,
Bid End Date/Time,,06-08-2021 10:00:00,
Bid Opening Date/Time,,06-08-2021 10:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Home Affairs,
Department Name,,Central Armed Police Forces,
Organisation Name,,Indo Tibetan Border Police (itbp),
Office Name,,Central Weapon Store,
Total Quantity,,6,
Item Category,,REPAIRING OF FARRATA FAN,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer786153,Deputy InspectorGeneral Central Weapon1Vinod KumarStore/FAW-1 Indo Tibetan615Border Police Force Rupai,Siding",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,Vinod Kumar,,"786153,Deputy InspectorGeneral Central WeaponStore/FAW-1 Indo TibetanBorder Police Force Rupai,Siding",,6,,15,
