Bid Details,,,
Bid End Date/Time,,17-08-2021 16:00:00,
Bid Opening Date/Time,,17-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,65 (Days),
Ministry/State Name,,Ministry Of Steel,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,"Ferro Scrap Nigam Limited,corporate Office,bhilai",
Total Quantity,,100,
Item Category,,MAGNET CABLE,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,Yes,
"Time allowed for Technical Clarificationsduring technical evaluation",,7 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",Reserved for Make In India products,,Yes,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer713203,Ferro Scrap NigamLimited Inside Durgapur SteelPrabhat Kumar1Plant, Post Bag No.8, Durgapur,10030Singh713-203, West Bengal. GSTNO.- 19AAACF7443D1ZR",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Prabhat KumarSingh",,"713203,Ferro Scrap NigamLimited Inside Durgapur SteelPlant, Post Bag No.8, Durgapur,713-203, West Bengal. GSTNO.- 19AAACF7443D1ZR",,100,,30,
