Bid Details,,,
Bid End Date/Time,,28-07-2021 22:00:00,
Bid Opening Date/Time,,28-07-2021 22:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,15 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Army,
Office Name,,***********,
Item Category,,"Goods Transport Service – Per KM Based Service - Vehicles;Flatbed Truck; 40 to 80 FT Double Excel",
Contract Period,,15 Day(s),
"Past Experience of Similar Servicesrequired",,Yes,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
"SHG Exemption for Years of Experience andTurnover",,No,
Document required from seller,,"Experience Criteria,Bidder Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,3 Days,
Estimated Bid Value,,24500,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"SpecificationValuesCoreNature of GoodsVehiclesType of TruckFlatbed TruckSize / Weight of vehicle40 to 80 FT Double ExcelType of TravelOutside stateKm Range350 kmsArea of OperationPlainsAddon(s)LoadingNoUnloadingNoTracking System (GPS)NATransit InsuranceNAAdditional DetailsType Of Trip (One-Way/Return)one way",Specification,,Values
Core,,,
Nature of Goods,,Vehicles,
Type of Truck,,Flatbed Truck,
Size / Weight of vehicle,,40 to 80 FT Double Excel,
Type of Travel,,Outside state,
Km Range,,350 kms,
Area of Operation,,Plains,
Addon(s),,,
Loading,,No,
Unloading,,No,
Tracking System (GPS),,NA,
Transit Insurance,,NA,
Additional Details,,,
Type Of Trip (One-Way/Return),,one way,
"ServiceConsignee/ReportiAdditionalS.No.AddressRunningng OfficerRequirementKilometres1**********************RANCHI350N/A",S.No.,,"Consignee/Reporting Officer",,Address,,"ServiceRunningKilometres",,"AdditionalRequirement"
1,,***********,,***********RANCHI,,350,,N/A,
