Bid Details,,,
Bid End Date/Time,,06-08-2021 16:00:00,
Bid Opening Date/Time,,06-08-2021 16:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,80 (Days),
Ministry/State Name,,Gujarat,
Department Name,,Labour And Employment Department Gujarat,
Organisation Name,,Directorate Of Employment & Training,
Office Name,,Industrial Training Institute Ganesh Sisodra,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,4 Days,
Estimated Bid Value,,20000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer396433,AT- UNN, PO-Gamit Niravkumar1KHADSUPA BOARDING, TAL -115AmitbhaiNAVSARI, DIST - NAVSARI",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Gamit NiravkumarAmitbhai",,"396433,AT- UNN, PO-KHADSUPA BOARDING, TAL -NAVSARI, DIST - NAVSARI",,1,,15,
