Bid Details,,,
Bid End Date/Time,,06-08-2021 15:00:00,
Bid Opening Date/Time,,06-08-2021 15:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,60 (Days),
Ministry/State Name,,Ministry Of Petroleum And Natural Gas,
Department Name,,Indian Oil Corporation Limited,
Organisation Name,,Iocl Business Development,
Office Name,,Iocl Bd Yusuf Sarai,
Total Quantity,,1,
Item Category,,BOQ,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"OEM Authorization Certificate*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Estimated Bid Value,,100000,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Unbranded,
"",Specification Document,,View File,
BOQ Document,,View File,,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer132140,Indian Oil CorporationKananLimited, Panipat Petrochemical1121ChattopadhyayMarketing Complex Panipat ,Haryana",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"KananChattopadhyay",,"132140,Indian Oil CorporationLimited, Panipat PetrochemicalMarketing Complex Panipat ,Haryana",,1,,21,
