Bid Details,,,
Bid End Date/Time,,06-08-2021 14:00:00,
Bid Opening Date/Time,,06-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Comptroller And Auditor General (cag) Of India,
Department Name,,Indian Audit And Accounts Department,
Organisation Name,,N/a,
Office Name,,Accountant General Accounts And Entitlement Nagpur,
Total Quantity,,5,
Item Category,,"supply of 5Nos. of Godrej Security solutions Deposit safe(Non Tool Resistant) Fire resistant Almir",
"Minimum Average Annual Turnover of theBidder",,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,1 Lakh (s),
Years of Past Experience required,,2 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
Past Performance,,10 %,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Unbranded,
"",Buyer Specification Document,,Download,
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng OfficerPrashant Govindrao440001,West High Court Road,1515NarsikarCivil Lines, Nagpur",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,"Prashant GovindraoNarsikar",,"440001,West High Court Road,Civil Lines, Nagpur",,5,,15,
