RA Details,,,
RA Technical End Date/Time,,29-07-2021 09:00:00,
RA Opening Date/Time,,29-07-2021 09:30:00,
RA Life Cycle (From Publish Date),,90 (Days),
RA Offer Validity (From End Date),,30 (Days),
Ministry/State Name,,Ministry Of Defence,
Department Name,,Department Of Military Affairs,
Organisation Name,,Indian Army,
Office Name,,***********,
Total Quantity,,2,
Item Category,,"Tent Glacier 10 -12 Men Complete ( Textile Decking ) -Defence",
Average Turnover (Last 3 Years),,1 Lakh (s),
OEM Average Turnover (Last 3 Years),,1 Lakh (s),
Experience Criteria,,3 Year (s),
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Document required from seller,,"Experience Criteria,Past Performance,BidderTurnover,Certificate (Requested in ATC),OEM AuthorizationCertificate,OEM Annual Turnover,Compliance of BoQspecification and supporting document*In case any bidder is seeking exemption from Experience /Turnover Criteria, the supporting documents to prove hiseligibility for exemption must be uploaded for evaluation bythe buyer",
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Past Performance,,50 %,
"Inspection Required (By EmpanelledInspection Authority / Agencies pre-registered with GeM)",,No,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
Brand Type,Registered Brand,
Specification,Specification Name,Bid Requirement (Allowed Values),
"","Specification ParameterName",,Bid Requirement (Allowed Values),
"",,,,
"","Technical Specification of theProduct",,"Tent Glacier 10 -12 Men Complete ( Textile Decking ) as per DefenceProvisional Specification No.DMSRDE/T&GS/93/408 ( b ), issued by TheDirector, Defence Material and Stores Research &DevelopmentEstablishment DMSRDE P.O G.T. Road, Kanpur : 208013",
"",Tentage Product Layer Type,,"The Tentage should include a two layer material consisting of Outer Layer ofWaterproof and durable against regular wear & tear and sunlight fadingcapacity. The Inner Layer to be of lighter color shade, durable againstregular wear & tear and dry clean / washable.",
"","Tentage Pole AndSuperstructure Design",,"The Tentage poles and the superstructure, vertical and/or slant crossmembers need to be made as per Defence Provisional SpecificationNo.DMSRDE/T&GS/93/408 ( b ) and should be painted against rust/corrosionalong with high tensile/bending moment durability.",
S.No.,"Consignee/Reporting Officer",Address,Quantity,Delivery Days,
1,***********,***********KARU,2,15,
