Bid Details,,,
Bid End Date/Time,,05-08-2021 14:00:00,
Bid Opening Date/Time,,05-08-2021 14:30:00,
Bid Life Cycle (From Publish Date),,90 (Days),
Bid Offer Validity (From End Date),,20 (Days),
Ministry/State Name,,Ministry Of Environment Forest And Climate Change,
Department Name,,Na,
Organisation Name,,N/a,
Office Name,,Office Of Principal Chief Conservator Of Forests,
Total Quantity,,30,
Item Category,,Plastic Moulded Chair-IS 13713,
"MSE Exemption for Years of Experience andTurnover",,No,
"Startup Exemption for Years of Experienceand Turnover",,No,
Bid to RA enabled,,No,
"Time allowed for Technical Clarificationsduring technical evaluation",,2 Days,
Evaluation Method,,Total value wise evaluation,
"",Required,,No,
"",Required,,No,
"",MII Purchase Preference,,No,
"",MSE Purchase Preference,,Yes,
Brand Type,Registered Brand,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
GENERIC,,TYPE OF CHAIR,,SINGLE PIECE PLASTIC MOULDED
"",Seat cushion,,With,
"",Back Cushion,,With,
"",Plastic Material,,"FILLED THERMOPLASTIC, UNFILLED THERMOPLASTIC,FILLED THERMOSETTING PLASTIC, UNFILLEDTHERMOSETTING PLASTIC, POLYPROPELENE, PVC(Polyvinyl Chloride), ABS PLASTIC (AcylonitrileButadiene Styrene)",
"",ARMS,,With arms,
"","Seat Width in mm (+/- 5mm)",,"345, 365, 385, 400, 415, 425, 455, 475, 500, 510,520, 530, 540, 550, 560, 570, 430, 545, 555, 420,450, 580, 650",
"","Seat Depth in mm (+/- 5mm)",,"340, 360, 380, 400, 410, 420, 430, 440, 450, 460,470, 480, 490, 500, 510, 520, 530, 540, 550, 560,565, 620, 545, 615, 545, 505, 390",
"","Chair Height in mm (+/- 10mm)",,"500, 520, 540, 750, 770, 790, 805, 825, 840, 850,870, 890, 780, 800, 820, 845, 895, 755, 875, 865,900, 700, 1360, 595",
"","Thickness of PolyurethaneFoam Used in Seat in mm(+/- 2 mm)",,"40, 45, 50, 55, 60, 65, 70, 75, No Cushion",
"","Density of PU Foam in KGper CuM",,"40, 45, 50, 55, 60, 65, 70, 75, No Cushion",
"","GSM/Thickness of Fabric(Gram per Sq Meter)",,120gsm,
Specification,,Specification Name,,Bid Requirement (Allowed Values)
"",,"Thickness of PolyurethaneFoam Used in Backrest inmm (+/- 2 mm)",,"40, 45, 50, 55, 60, 65, 70, 75, No cushion"
"Support / UnderStructure",,Support / Under Structure,,"SS 202 STRUCTURE, SS 304 STRUCTURE, Mild SteelPipe of diameter 25 mm and wall thickness 1.1 mmminimum, Sigle Moulded Piece No Support Structure"
"",,Support Structure Finishing,,"Stove enameled Paint, Powder coated, chrome, epoxypolyester, synthetic enamel, Natural Steel Finish,Sigle Moulded Piece No Support Structure, Powdercoated on MS (with 50 micron ± 10 epoxy polyester)"
WARANTEE PERIOD,,"WARANTEE PERIOD INNUMBER OF YEARS",,1
"Consignee/ReportiS.No.AddressQuantityDelivery Daysng Officer744102,Office of the Principal1D. Mohammed AliChief Conservator of Forests,3015Van Sadan, Haddo, Port Blair",S.No.,,"Consignee/Reporting Officer",,Address,,Quantity,,Delivery Days
1,,D. Mohammed Ali,,"744102,Office of the PrincipalChief Conservator of Forests,Van Sadan, Haddo, Port Blair",,30,,15,
